node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,PRT_2_D05_00000,Port,5,4,3,0.019636,35,2,0.628,0.147,0
1,LOG_1_D02_00001,Logic,2,6,1,0.136327,40,1,0.546,0.0802,0
2,REG_2_D12_00002,Register,12,15,2,-0.066412,37,2,0.674,0.5355,1
3,REG_2_D04_00003,Register,4,7,4,0.063442,15,2,0.91,0.409,0
4,BUF_2_D06_00004,Buffer,6,2,3,0.078397,31,2,0.794,0.4126,0
5,LOG_2_D03_00005,Logic,3,7,3,0.088561,42,2,0.723,0.3307,0
6,LOG_16_D04_00006,Logic,4,4,1,0.098155,19,16,2.715,0.4295,0
7,REG_1_D03_00007,Register,3,4,4,0.068396,38,1,0.612,0.2818,0
8,BUF_1_D03_00008,Buffer,3,7,3,0.054765,36,1,0.509,0.4171,0
9,LOG_8_D08_00009,Logic,8,2,3,0.122123,26,8,1.821,0.2854,0
10,BUF_8_D06_00010,Buffer,6,15,4,-0.036752,43,8,2.035,0.7811,1
11,LOG_4_D02_00011,Logic,2,2,3,0.035788,36,4,1.38,0.457,0
12,BUF_2_D06_00012,Buffer,6,4,2,0.036083,15,2,0.792,0.4557,0
13,BUF_8_D07_00013,Buffer,7,10,3,-0.030049,32,8,2.962,0.6415,1
14,LOG_1_D04_00014,Logic,4,7,2,0.102873,35,1,0.458,0.3537,0
15,BUF_2_D01_00015,Buffer,1,4,1,0.127219,17,2,0.832,0.235,0
16,LOG_8_D08_00016,Logic,8,2,2,0.134158,10,8,2.588,0.405,0
17,REG_4_D05_00017,Register,5,3,2,0.104083,28,4,0.962,0.2092,0
18,LOG_2_D02_00018,Logic,2,4,3,0.058237,45,2,0.858,0.3739,0
19,LOG_8_D07_00019,Logic,7,2,2,0.107231,14,8,2.758,0.2981,0
20,BUF_2_D07_00020,Buffer,7,8,4,0.100758,37,2,0.803,0.2781,0
