src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,5,53.47,215.88,0
0,3,13.29,63.19,0
0,10,47.38,191.56,0
1,12,74.59,348.61,0
1,4,7.92,37.54,0
2,11,81.6,427.99,0
2,9,86.72,429.73,0
3,14,44.42,220.13,0
4,1,1.13,12.8,0
4,3,4.34,25.12,0
4,17,36.84,446.86,0
4,9,72.71,437.99,0
4,0,7.56,45.78,0
5,19,71.13,400.7,0
5,15,22.73,97.08,0
5,6,55.26,404.49,0
5,2,106.61,437.82,0
5,18,20.99,251.57,0
6,0,4.08,25.82,0
6,3,39.44,292.03,0
6,11,82.02,399.57,0
6,5,65.68,436.61,0
7,18,30.17,127.79,0
7,10,68.73,405.11,0
7,9,75.48,409.94,0
7,14,1.34,6.53,0
8,11,11.51,114.94,0
8,2,61.55,379.46,0
8,3,39.87,494.75,0
8,6,48.68,385.13,0
8,7,15.91,73.97,0
9,1,28.88,157.46,0
10,9,8.32,54.29,0
10,13,11.34,60.81,1
10,14,50.85,399.66,0
10,1,58.35,296.97,0
10,7,2.72,20.97,0
11,15,56.85,286.98,0
12,20,23.44,213.17,0
12,3,43.41,298.18,0
12,17,55.03,383.52,0
13,17,38.0,332.89,0
14,16,46.24,272.21,0
14,4,22.79,124.91,0
14,17,51.27,241.81,0
14,11,49.55,213.85,0
15,5,15.56,94.5,0
15,11,50.53,272.82,0
15,13,59.67,423.27,0
15,12,14.69,135.4,0
16,19,33.55,383.25,0
17,14,21.03,165.79,0
17,12,28.77,197.23,0
17,11,2.24,17.22,0
17,19,71.66,355.43,0
18,20,40.25,325.2,0
18,12,44.32,185.08,0
18,13,14.61,88.42,0
18,0,16.1,129.93,0
19,18,43.83,365.21,0
20,3,83.63,431.15,0
20,2,37.65,216.82,0
20,12,39.57,179.87,0
20,18,26.85,233.18,0
20,15,21.25,174.01,0
