src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,13,41.68,485.37,0
0,4,24.22,100.92,0
0,17,99.17,438.94,0
0,1,94.96,429.55,0
1,5,7.7,93.89,0
1,11,104.89,455.83,0
2,4,101.4,496.44,0
2,8,34.62,154.46,0
2,14,62.16,399.97,0
2,5,65.39,267.55,0
2,0,7.61,68.6,0
3,13,15.33,188.25,0
3,14,23.4,105.89,0
4,16,47.99,363.55,0
4,13,12.93,96.03,0
4,3,67.55,294.62,0
5,7,42.01,362.75,0
5,14,25.13,224.73,0
5,8,3.53,16.9,0
5,3,28.46,200.54,0
5,1,21.75,221.79,0
6,10,47.18,331.15,0
6,0,20.45,176.43,0
6,5,53.72,448.13,0
7,3,14.84,68.96,0
8,13,26.03,166.55,0
8,14,72.09,398.77,0
8,1,48.46,211.42,0
8,17,33.6,235.0,0
8,5,61.58,262.34,0
9,7,53.14,250.75,0
9,1,23.58,178.97,0
9,15,14.46,126.08,0
9,12,48.14,292.42,0
9,10,55.63,492.7,0
10,16,49.11,415.85,0
10,12,30.91,355.65,0
10,18,29.36,170.5,0
10,11,50.36,318.47,0
10,1,32.42,291.09,0
11,6,4.45,36.27,1
12,18,33.36,393.68,0
12,3,55.36,262.93,0
12,11,54.73,362.55,0
13,8,57.15,347.39,0
13,17,34.19,336.35,0
13,4,58.93,460.14,0
14,13,70.02,493.31,0
15,12,92.32,496.25,0
15,18,61.72,317.38,0
15,14,100.58,459.59,0
15,0,21.59,133.56,0
15,17,81.74,366.47,0
16,6,103.37,464.99,0
16,13,81.39,358.42,0
17,9,42.25,250.15,0
18,11,103.27,416.11,0
18,17,31.24,126.68,0
18,2,2.6,20.73,0
