node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,BUF_8_D04_00000,Buffer,4,2,2,0.069101,20,8,1.676,0.3868,0
1,LOG_1_D06_00001,Logic,6,4,1,0.05513,35,1,0.569,0.1776,0
2,LOG_1_D04_00002,Logic,4,7,2,0.143411,34,1,0.55,0.4898,0
3,BUF_8_D03_00003,Buffer,3,5,4,0.119446,20,8,2.726,0.4212,0
4,BUF_4_D03_00004,Buffer,3,3,4,0.026649,20,4,1.495,0.1403,0
5,LOG_2_D07_00005,Logic,7,4,2,0.072629,10,2,0.75,0.229,0
6,LOG_4_D03_00006,Logic,3,8,2,0.080043,30,4,1.253,0.3512,0
7,LOG_2_D04_00007,Logic,4,3,2,0.14345,11,2,0.799,0.0666,0
8,BUF_2_D02_00008,Buffer,2,7,2,0.020068,31,2,0.818,0.3557,0
9,BUF_2_D09_00009,Buffer,9,9,4,-0.030625,49,2,0.933,0.9273,1
10,LOG_1_D02_00010,Logic,2,4,2,0.11585,27,1,0.581,0.4282,0
11,LOG_1_D06_00011,Logic,6,8,3,0.039891,10,1,0.638,0.4895,0
12,LOG_4_D05_00012,Logic,5,3,4,0.078071,40,4,1.382,0.3041,0
13,LOG_4_D06_00013,Logic,6,6,1,0.11836,27,4,1.163,0.2059,0
14,LOG_1_D03_00014,Logic,3,7,3,0.044863,15,1,0.46,0.1995,0
15,LOG_4_D06_00015,Logic,6,4,4,-0.010449,29,4,1.523,0.7136,1
16,LOG_8_D08_00016,Logic,8,1,4,0.129543,21,8,1.531,0.2349,0
17,LOG_4_D03_00017,Logic,3,4,3,0.02475,37,4,1.001,0.3316,0
18,REG_2_D11_00018,Register,11,12,5,-0.031004,38,2,0.661,0.562,1
19,LOG_16_D01_00019,Logic,1,8,2,0.113019,45,16,5.448,0.2612,0
