src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,8,59.36,277.53,0
0,11,65.19,435.87,0
0,5,41.41,184.28,0
0,12,42.14,331.48,0
0,14,99.96,411.91,0
1,19,63.79,272.35,0
1,15,27.56,209.08,0
2,5,71.06,312.88,0
2,7,52.54,315.5,0
3,0,18.2,170.22,0
3,12,17.71,213.33,0
3,4,24.66,115.79,0
4,1,22.61,245.83,0
5,13,11.69,116.1,0
5,1,49.67,476.75,0
5,2,28.97,133.71,0
6,13,29.98,166.2,0
6,16,80.24,358.78,0
6,11,32.68,395.45,0
6,0,58.89,423.59,0
7,8,71.18,331.54,0
7,6,30.33,174.55,0
7,13,52.07,499.53,0
7,19,64.7,350.02,0
8,15,29.52,332.61,0
8,0,46.68,252.79,0
8,11,3.11,23.38,0
8,6,111.74,488.77,0
8,18,78.4,489.22,0
9,5,46.18,406.81,0
9,8,17.98,83.89,0
9,13,19.88,226.86,0
9,0,2.67,14.44,0
9,3,63.11,271.89,0
10,19,70.98,370.84,0
10,1,56.7,368.88,0
10,8,17.29,159.05,0
11,4,11.57,78.29,0
11,6,31.84,234.07,0
11,10,25.72,285.2,0
12,7,114.38,459.21,0
12,9,84.95,374.98,0
12,18,55.69,340.87,0
12,10,20.07,186.39,0
12,5,51.1,419.35,0
13,3,71.53,477.6,0
13,4,37.65,219.84,0
14,17,20.86,144.05,0
14,2,26.81,129.69,0
14,9,47.56,475.38,0
14,4,44.2,196.23,0
14,16,18.74,87.64,0
15,9,16.98,98.05,1
15,11,87.57,470.51,0
15,18,30.55,137.97,1
15,10,61.53,334.82,0
15,13,38.33,449.88,0
16,9,70.77,378.56,0
16,11,38.04,472.47,0
16,10,58.17,232.78,0
16,1,36.71,162.45,0
17,6,12.74,133.87,0
17,3,11.1,54.87,0
17,7,19.39,197.3,0
17,19,27.33,109.6,0
17,5,23.99,277.11,0
18,6,4.18,16.78,0
18,7,31.64,263.89,0
18,2,89.82,431.1,0
18,15,55.37,296.12,1
18,16,42.34,202.42,0
19,6,82.97,458.49,0
19,18,17.59,115.04,0
19,9,11.39,121.42,0
19,12,22.16,202.51,0
19,11,16.15,100.77,0
