src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,12,48.77,285.05,0
0,5,12.9,144.24,0
1,10,22.46,204.58,0
1,2,27.99,157.49,0
1,3,54.01,324.19,0
1,12,4.72,22.29,0
1,13,23.14,113.08,0
2,1,74.18,312.62,0
2,8,72.51,474.78,0
2,10,8.31,73.51,0
2,9,45.16,309.24,0
3,10,78.3,372.88,0
3,15,18.19,151.89,0
3,11,80.95,417.5,0
3,16,26.46,159.14,0
4,5,10.57,66.41,0
4,14,39.82,282.11,0
4,9,56.51,319.8,0
5,16,38.11,159.28,0
5,12,40.56,162.27,0
6,12,33.19,283.52,0
6,8,30.07,153.79,0
6,11,36.6,147.31,0
6,15,49.73,446.01,0
7,9,44.44,342.57,0
8,3,58.85,256.73,0
8,2,24.37,147.79,0
8,6,15.36,79.98,0
8,4,6.82,56.83,0
8,10,29.51,119.7,0
9,4,63.16,291.9,0
10,8,53.05,254.41,0
10,14,48.1,311.28,0
10,16,30.44,134.52,0
11,4,46.24,315.33,0
11,16,12.76,70.54,0
12,5,70.59,413.87,0
13,1,32.72,241.5,0
14,4,52.77,231.42,0
14,11,42.75,201.88,0
14,0,47.17,255.61,0
14,13,100.23,433.2,0
15,7,14.38,157.51,0
16,12,9.74,117.23,0
