node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,PRT_8_D04_00000,Port,4,6,1,0.053076,10,8,1.938,0.2216,0
1,LOG_1_D03_00001,Logic,3,7,1,0.089696,45,1,0.538,0.3428,0
2,PRT_2_D03_00002,Port,3,7,3,0.096553,32,2,0.678,0.0603,0
3,LOG_8_D06_00003,Logic,6,12,1,-0.074561,41,8,2.789,0.7463,1
4,LOG_8_D05_00004,Logic,5,5,4,0.138069,18,8,1.909,0.269,0
5,REG_2_D08_00005,Register,8,11,2,-0.075147,49,2,0.848,0.4863,1
6,BUF_16_D05_00006,Buffer,5,2,2,0.00884,18,16,5.595,0.1475,0
7,LOG_4_D06_00007,Logic,6,5,2,-0.073227,43,4,1.646,0.4825,1
8,BUF_1_D03_00008,Buffer,3,7,4,0.057219,33,1,0.52,0.4947,0
9,LOG_4_D08_00009,Logic,8,2,3,0.076181,43,4,1.284,0.3317,0
10,BUF_16_D07_00010,Buffer,7,5,1,0.07258,29,16,4.819,0.4265,0
11,LOG_16_D08_00011,Logic,8,2,3,0.139129,26,16,5.313,0.4493,0
12,LOG_4_D04_00012,Logic,4,5,4,0.112362,13,4,1.453,0.4557,0
13,LOG_16_D03_00013,Logic,3,4,1,0.013493,34,16,5.654,0.3264,0
14,LOG_8_D01_00014,Logic,1,2,4,0.134775,20,8,2.995,0.147,0
15,BUF_4_D04_00015,Buffer,4,4,2,0.060722,11,4,1.246,0.3225,0
16,LOG_1_D03_00016,Logic,3,8,1,0.044635,8,1,0.552,0.2639,0
