node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,PRT_16_D03_00000,Port,3,4,4,0.094348,24,16,4.842,0.4084,0
1,LOG_16_D07_00001,Logic,7,7,3,0.114734,7,16,5.01,0.4834,0
2,PRT_8_D04_00002,Port,4,5,4,0.013479,17,8,2.087,0.0608,0
3,LOG_4_D06_00003,Logic,6,8,1,0.148988,35,4,0.951,0.0795,0
4,LOG_16_D04_00004,Logic,4,7,4,0.120031,12,16,4.506,0.1835,0
5,LOG_1_D04_00005,Logic,4,6,4,0.137886,30,1,0.585,0.1464,0
6,BUF_1_D08_00006,Buffer,8,12,3,-0.003914,44,1,0.572,0.5046,1
7,REG_1_D01_00007,Register,1,1,1,0.0606,17,1,0.643,0.3934,0
8,PRT_1_D07_00008,Port,7,6,1,0.133566,24,1,0.572,0.1868,0
9,LOG_4_D07_00009,Logic,7,6,1,0.041715,31,4,1.651,0.4512,0
10,BUF_2_D07_00010,Buffer,7,3,3,0.00932,41,2,0.65,0.3088,0
11,LOG_2_D06_00011,Logic,6,10,4,-0.044618,33,2,0.909,0.6615,1
12,BUF_1_D07_00012,Buffer,7,8,3,0.097852,9,1,0.568,0.3386,0
13,REG_16_D03_00013,Register,3,2,1,0.024861,13,16,5.434,0.2833,0
14,PRT_16_D07_00014,Port,7,8,1,0.029274,39,16,5.336,0.4122,0
15,BUF_8_D04_00015,Buffer,4,2,2,0.1349,35,8,2.237,0.1783,0
16,REG_8_D05_00016,Register,5,7,4,0.092807,36,8,2.671,0.0558,0
17,LOG_16_D10_00017,Logic,10,8,3,-0.04647,27,16,5.142,0.8639,1
18,LOG_16_D08_00018,Logic,8,7,1,0.126197,11,16,2.809,0.397,0
19,PRT_8_D06_00019,Port,6,3,1,0.042756,7,8,2.269,0.122,0
