node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,LOG_4_D03_00000,Logic,3,5,4,0.017444,31,4,0.985,0.2274,0
1,LOG_8_D04_00001,Logic,4,3,4,0.056997,25,8,1.503,0.2089,0
2,LOG_8_D06_00002,Logic,6,1,1,0.01995,36,8,2.132,0.1864,0
3,PRT_4_D05_00003,Port,5,5,2,0.04767,30,4,1.648,0.1526,0
4,LOG_4_D08_00004,Logic,8,8,3,0.088497,6,4,0.936,0.1401,0
5,BUF_8_D12_00005,Buffer,12,5,1,-0.017235,60,8,2.26,0.7468,1
6,BUF_4_D05_00006,Buffer,5,7,4,0.056241,9,4,1.219,0.2973,0
7,REG_4_D02_00007,Register,2,8,2,0.090559,40,4,0.94,0.12,0
8,LOG_2_D08_00008,Logic,8,3,2,0.073169,7,2,0.813,0.4952,0
9,LOG_16_D05_00009,Logic,5,5,1,0.069909,11,16,3.211,0.4775,0
10,BUF_1_D10_00010,Buffer,10,4,3,-0.041199,53,1,0.532,0.6788,1
11,REG_8_D05_00011,Register,5,4,3,0.050531,38,8,2.428,0.3214,0
12,LOG_2_D06_00012,Logic,6,1,4,0.076657,33,2,0.681,0.0829,0
13,LOG_16_D06_00013,Logic,6,6,3,0.030374,13,16,3.984,0.1441,0
14,LOG_8_D07_00014,Logic,7,8,2,0.04952,12,8,1.921,0.1217,0
15,BUF_2_D05_00015,Buffer,5,2,4,0.145903,9,2,0.65,0.1328,0
16,LOG_2_D07_00016,Logic,7,4,5,-0.016166,28,2,0.635,0.615,1
17,LOG_2_D01_00017,Logic,1,6,1,0.110578,5,2,0.784,0.1703,0
18,PRT_1_D06_00018,Port,6,7,3,0.114793,11,1,0.622,0.3944,0
19,PRT_4_D03_00019,Port,3,5,2,0.017251,39,4,0.965,0.3516,0
20,LOG_4_D04_00020,Logic,4,8,3,0.11426,25,4,0.933,0.3122,0
21,PRT_8_D12_00021,Port,12,9,2,-0.03106,32,8,2.921,0.5321,1
22,REG_1_D02_00022,Register,2,2,1,0.08227,27,1,0.555,0.3426,0
