src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,5,26.56,174.77,0
1,13,42.84,248.71,0
1,16,44.13,439.83,0
1,4,40.74,272.34,0
1,2,43.32,381.92,0
2,14,10.68,102.99,0
2,21,93.2,490.65,0
2,13,37.28,280.67,0
2,20,38.61,442.0,0
3,5,3.17,13.73,0
4,10,19.93,140.28,0
4,9,6.15,37.71,0
4,12,70.88,496.5,0
4,7,58.25,265.96,0
4,5,37.68,229.62,0
5,17,39.33,486.89,0
5,6,3.83,38.77,0
5,15,44.77,355.01,0
5,0,24.67,112.01,0
5,20,28.49,133.77,0
6,18,70.41,470.32,1
6,9,62.21,495.3,0
6,2,12.7,56.5,0
6,3,53.53,380.19,0
6,4,53.43,299.8,0
7,15,46.21,235.72,0
7,9,68.4,467.88,0
7,21,86.4,366.47,0
7,14,10.36,97.05,0
7,18,20.06,83.25,0
8,16,56.56,244.72,0
8,1,37.28,219.28,0
8,21,9.39,65.46,0
8,10,30.3,265.75,0
9,11,86.82,415.42,0
9,17,63.83,280.18,0
9,3,72.5,363.71,0
9,13,56.49,417.99,0
9,0,24.69,210.01,0
10,12,5.32,26.77,0
11,5,61.4,340.18,0
12,11,63.81,289.95,0
12,5,56.15,403.36,0
12,3,83.44,395.48,0
13,20,15.24,164.32,0
14,0,12.75,51.11,0
14,15,2.39,11.49,0
14,9,73.84,496.44,0
15,3,19.72,113.81,0
15,1,12.7,106.91,0
15,19,19.86,91.47,0
15,14,43.87,196.05,0
16,6,47.77,205.2,0
17,20,12.73,65.66,0
18,8,106.48,470.66,0
18,1,4.65,23.74,0
19,14,19.74,119.87,0
19,8,71.38,343.0,0
20,4,22.5,275.95,0
20,18,31.84,196.26,0
21,19,33.94,153.39,0
21,3,48.61,325.1,0
