node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,BUF_8_D02_00000,Buffer,2,5,4,0.104886,35,8,1.625,0.0664,0
1,LOG_16_D03_00001,Logic,3,7,2,0.080729,24,16,2.779,0.2607,0
2,BUF_16_D03_00002,Buffer,3,5,2,0.005239,41,16,3.147,0.3728,0
3,REG_16_D02_00003,Register,2,4,3,0.111963,45,16,3.196,0.4035,0
4,LOG_1_D01_00004,Logic,1,8,4,0.121105,24,1,0.498,0.1643,0
5,LOG_2_D04_00005,Logic,4,8,1,0.124273,5,2,0.762,0.0735,0
6,LOG_2_D06_00006,Logic,6,13,3,-0.035964,51,2,0.717,0.9101,1
7,BUF_4_D02_00007,Buffer,2,4,3,0.095963,7,4,1.08,0.4723,0
8,LOG_8_D05_00008,Logic,5,3,1,0.116211,21,8,3.057,0.3985,0
9,LOG_2_D01_00009,Logic,1,8,2,0.147882,17,2,0.825,0.2421,0
10,REG_4_D03_00010,Register,3,2,3,0.131923,45,4,1.092,0.3814,0
11,BUF_4_D02_00011,Buffer,2,4,3,0.096746,45,4,0.949,0.2081,0
12,PRT_8_D07_00012,Port,7,4,3,0.136318,5,8,2.67,0.272,0
13,LOG_16_D05_00013,Logic,5,1,3,0.061073,12,16,3.013,0.2409,0
14,LOG_8_D02_00014,Logic,2,4,2,0.017148,9,8,1.756,0.3217,0
15,LOG_4_D04_00015,Logic,4,8,4,0.097969,21,4,1.58,0.2467,0
16,PRT_4_D04_00016,Port,4,5,1,0.138029,41,4,1.338,0.4883,0
17,BUF_2_D05_00017,Buffer,5,6,3,0.068765,32,2,0.885,0.2489,0
18,BUF_2_D06_00018,Buffer,6,5,2,-0.062687,41,2,0.806,0.8956,1
19,LOG_16_D07_00019,Logic,7,4,3,0.024755,31,16,3.136,0.3899,0
20,BUF_8_D07_00020,Buffer,7,1,1,0.106566,14,8,1.543,0.2885,0
21,LOG_8_D10_00021,Logic,10,12,2,-0.05526,53,8,3.059,0.4766,1
