node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,LOG_8_D06_00000,Logic,6,1,1,0.038951,12,8,2.032,0.0698,0
1,BUF_4_D07_00001,Buffer,7,1,3,0.069409,15,4,1.158,0.2256,0
2,LOG_8_D06_00002,Logic,6,4,3,0.134453,21,8,1.551,0.4949,0
3,BUF_1_D05_00003,Buffer,5,1,2,0.062239,12,1,0.648,0.1718,0
4,LOG_8_D03_00004,Logic,3,8,4,0.079272,20,8,2.658,0.3583,0
5,LOG_1_D04_00005,Logic,4,4,3,0.048709,36,1,0.489,0.1032,0
6,PRT_4_D07_00006,Port,7,8,4,0.148823,21,4,1.621,0.1451,0
7,LOG_2_D07_00007,Logic,7,5,2,0.007121,9,2,0.9,0.4142,0
8,LOG_8_D07_00008,Logic,7,6,2,-0.042412,60,8,2.191,0.5551,1
9,LOG_1_D05_00009,Logic,5,5,4,0.077406,17,1,0.537,0.0625,0
10,LOG_8_D07_00010,Logic,7,3,4,0.047004,25,8,2.783,0.4512,0
11,LOG_8_D02_00011,Logic,2,8,2,0.042873,41,8,1.592,0.3893,0
12,BUF_16_D12_00012,Buffer,12,4,5,-0.071811,27,16,4.184,0.5186,1
13,LOG_8_D08_00013,Logic,8,6,4,0.058985,31,8,2.366,0.3491,0
14,LOG_16_D06_00014,Logic,6,1,4,0.087686,25,16,4.198,0.289,0
15,BUF_4_D04_00015,Buffer,4,8,1,0.14158,45,4,1.041,0.14,0
16,LOG_2_D08_00016,Logic,8,4,4,0.149899,37,2,0.971,0.1727,0
17,BUF_2_D08_00017,Buffer,8,7,1,-0.036154,55,2,0.796,0.5976,1
18,BUF_2_D08_00018,Buffer,8,6,4,0.096019,10,2,0.766,0.1394,0
19,LOG_4_D04_00019,Logic,4,6,1,0.012048,37,4,0.98,0.2859,0
