src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,1,38.88,228.98,0
0,11,7.02,69.76,0
0,4,3.62,30.21,0
0,8,47.95,469.33,0
0,7,8.32,61.55,0
1,13,44.95,302.81,0
1,7,25.36,203.57,0
1,18,14.0,74.28,0
1,15,28.6,119.82,0
2,0,79.63,396.27,0
2,1,29.25,329.3,0
2,6,30.34,160.13,0
2,5,26.98,182.45,0
3,13,16.73,175.9,0
3,12,12.64,55.57,0
4,6,98.47,475.54,0
4,17,15.12,140.06,0
4,11,63.71,487.76,0
4,12,0.63,7.61,0
4,9,26.19,206.83,0
5,10,34.81,214.75,0
6,4,33.15,341.26,0
6,5,76.82,372.49,0
6,9,88.68,471.55,0
7,3,25.67,301.27,0
7,15,37.76,264.79,0
7,4,15.74,89.23,0
7,19,54.68,490.48,0
7,12,45.57,396.97,0
8,14,26.22,106.43,0
9,17,39.92,165.5,0
10,2,11.53,118.64,0
11,17,58.24,317.27,0
11,9,1.38,10.14,0
11,15,16.74,80.47,0
11,19,13.16,61.68,0
12,17,23.65,266.08,1
12,19,43.21,465.63,0
12,1,66.03,296.11,0
13,3,47.77,480.65,0
13,14,78.92,489.11,0
13,10,14.95,109.27,0
13,7,8.08,89.37,0
13,5,2.82,11.53,0
14,7,31.96,242.98,0
14,13,44.82,423.57,0
14,18,24.98,163.03,0
14,8,98.05,406.5,0
14,11,47.99,435.74,0
15,1,46.2,184.81,0
15,16,9.31,111.42,0
15,7,45.64,255.48,0
16,3,72.99,342.53,0
16,6,56.32,266.94,0
16,7,18.51,122.24,0
17,11,41.64,266.31,0
17,9,25.22,130.62,0
17,7,45.86,272.9,0
18,8,50.39,476.4,0
19,16,94.43,443.23,0
19,14,98.79,412.45,0
19,2,1.7,9.68,0
19,9,25.67,124.43,0
19,6,24.09,120.07,0
