node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,BUF_1_D06_00000,Buffer,6,5,4,0.0619,31,1,0.641,0.0684,0
1,LOG_16_D08_00001,Logic,8,1,3,0.087297,38,16,3.849,0.1535,0
2,PRT_16_D06_00002,Port,6,12,3,-0.019078,46,16,4.54,0.6267,1
3,LOG_16_D01_00003,Logic,1,3,3,0.019202,37,16,5.302,0.3103,0
4,LOG_16_D04_00004,Logic,4,6,2,0.073299,31,16,3.83,0.0996,0
5,REG_16_D04_00005,Register,4,5,3,0.082239,24,16,5.195,0.068,0
6,LOG_16_D04_00006,Logic,4,2,2,0.060081,43,16,3.177,0.1639,0
7,LOG_8_D03_00007,Logic,3,2,1,0.043534,39,8,2.752,0.4157,0
8,LOG_1_D01_00008,Logic,1,5,4,0.137591,25,1,0.565,0.3372,0
9,LOG_2_D07_00009,Logic,7,3,2,0.07312,11,2,0.892,0.1394,0
10,BUF_1_D07_00010,Buffer,7,2,3,0.069368,31,1,0.524,0.3437,0
11,LOG_16_D07_00011,Logic,7,6,5,-0.008976,56,16,4.151,0.5506,1
12,BUF_16_D02_00012,Buffer,2,3,2,0.138669,7,16,3.45,0.2023,0
13,LOG_2_D06_00013,Logic,6,4,1,-0.054268,44,2,0.845,0.8896,1
14,BUF_1_D03_00014,Buffer,3,5,1,0.086629,8,1,0.533,0.2042,0
15,LOG_8_D05_00015,Logic,5,8,2,0.014213,34,8,2.818,0.2785,0
16,LOG_4_D02_00016,Logic,2,5,4,0.077847,27,4,1.034,0.3897,0
17,LOG_16_D02_00017,Logic,2,8,4,0.1467,6,16,3.306,0.3371,0
