src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,1,66.64,387.04,0
0,12,8.31,38.89,0
0,16,64.72,355.99,0
1,11,43.72,291.34,0
1,6,35.11,367.52,0
1,3,34.1,258.63,0
1,10,38.38,271.8,0
1,2,88.4,428.14,0
2,1,40.45,178.14,0
2,12,40.02,318.8,0
2,6,23.6,148.41,0
3,14,72.46,467.85,0
3,1,13.22,81.86,0
3,0,33.8,214.26,0
4,8,19.8,150.51,0
4,5,35.29,214.43,0
4,7,42.51,254.16,0
4,10,66.03,279.62,0
5,14,34.3,310.41,0
5,12,45.26,408.17,0
5,2,22.11,245.05,0
5,0,64.82,314.1,0
6,12,0.89,5.37,0
6,14,64.68,316.74,0
6,16,19.23,203.24,0
6,13,48.33,208.92,0
6,3,46.82,426.7,0
7,15,49.13,222.43,0
7,12,35.9,264.64,0
7,6,36.22,161.61,0
7,4,116.33,474.48,0
8,3,27.88,129.99,0
8,2,15.46,181.79,0
8,7,30.15,260.32,0
9,16,71.7,304.75,0
9,1,16.19,147.02,0
9,7,32.95,205.16,0
10,12,57.1,306.48,0
10,17,40.67,190.18,0
10,2,8.11,82.75,0
10,5,7.47,44.59,0
10,4,67.21,296.61,0
11,13,28.52,150.96,1
12,2,31.39,322.5,0
12,6,41.88,406.47,0
12,10,44.72,468.55,0
13,16,57.25,275.25,0
13,11,67.28,399.76,1
13,14,33.18,220.84,0
14,0,13.74,101.43,0
14,13,69.76,451.12,0
14,3,7.21,52.67,0
14,1,36.41,170.18,0
15,13,55.82,237.06,0
15,16,40.29,240.12,0
16,6,54.21,315.54,0
16,10,89.71,460.48,0
17,2,6.28,28.25,0
17,9,4.97,26.89,0
17,0,30.79,131.81,0
