src_id,dst_id,wire_cap_ff,wire_length_um,is_critical
0,5,43.27,234.48,0
0,7,3.37,22.6,0
0,13,37.99,457.2,0
0,19,23.6,258.76,0
1,12,7.86,97.82,0
1,15,58.29,262.3,0
2,15,29.52,160.55,0
2,21,51.79,261.94,0
2,20,47.46,254.9,0
3,6,18.5,113.16,0
4,15,73.1,423.9,0
4,13,36.07,181.83,0
4,10,27.02,275.14,0
4,19,30.69,184.12,0
5,8,121.97,497.61,0
5,1,19.59,111.48,0
5,11,63.57,442.98,0
5,18,50.76,291.51,0
6,7,5.92,57.52,0
6,1,18.2,76.84,0
7,21,83.62,495.46,0
7,19,90.21,367.33,0
7,10,38.66,229.97,0
7,8,10.83,51.63,0
8,20,47.59,278.8,0
9,16,70.84,308.59,0
9,11,16.22,71.8,0
9,0,7.79,53.62,0
9,6,56.09,330.16,0
10,5,45.32,317.98,0
10,17,85.59,373.08,0
10,7,51.52,243.35,0
10,13,5.47,33.23,0
10,16,48.36,290.14,1
11,14,7.86,72.18,0
11,6,32.38,403.17,0
11,16,63.97,369.27,0
11,5,28.25,149.34,0
12,17,43.44,220.85,0
12,5,43.36,293.34,0
12,1,25.37,280.98,0
12,3,12.07,107.74,0
13,1,67.57,395.79,0
13,3,1.63,13.18,0
13,8,11.23,53.79,0
13,21,10.2,62.92,0
13,18,55.02,232.76,0
14,3,59.28,478.14,0
14,1,98.7,499.29,0
15,20,10.58,45.55,0
15,6,22.47,188.5,0
15,18,56.59,492.05,0
15,16,48.35,373.63,0
16,20,63.73,370.84,0
16,3,64.94,397.69,0
16,1,13.18,79.35,0
16,8,11.23,78.34,1
16,10,98.33,457.05,1
17,11,105.19,449.96,0
17,13,44.89,206.33,0
17,21,20.57,94.01,0
17,12,1.41,14.38,0
17,5,77.43,342.83,0
18,4,5.22,56.11,0
19,0,107.63,489.98,0
19,3,6.42,36.71,0
20,0,8.99,65.74,0
20,4,44.91,352.52,0
20,1,29.79,196.98,0
20,17,4.85,19.45,0
21,16,40.37,216.19,0
21,2,54.71,390.24,0
