node_id,name,cell_type,logic_depth,fanout,fan_in,slack_ns,cell_delay_ps,drive_strength,cell_area_um2,congestion_score,is_critical
0,LOG_1_D04_00000,Logic,4,5,2,0.00974,33,1,0.515,0.1121,0
1,BUF_4_D04_00001,Buffer,4,6,1,0.11987,22,4,1.699,0.2833,0
2,BUF_16_D02_00002,Buffer,2,3,1,0.128674,43,16,4.658,0.2791,0
3,LOG_2_D01_00003,Logic,1,6,2,0.017532,24,2,0.837,0.1741,0
4,REG_4_D03_00004,Register,3,3,2,0.108197,43,4,1.105,0.432,0
5,BUF_8_D08_00005,Buffer,8,1,3,0.137807,6,8,1.779,0.3854,0
6,REG_16_D08_00006,Register,8,4,4,0.006864,30,16,3.273,0.3362,0
7,REG_4_D03_00007,Register,3,3,1,0.036195,24,4,1.401,0.3245,0
8,LOG_4_D06_00008,Logic,6,12,4,-0.001015,40,4,1.567,0.8576,1
9,LOG_1_D05_00009,Logic,5,8,3,0.047258,24,1,0.582,0.3836,0
10,LOG_16_D10_00010,Logic,10,10,5,-0.036977,49,16,3.417,0.5232,1
11,BUF_8_D08_00011,Buffer,8,3,3,0.063091,12,8,2.197,0.4616,0
12,LOG_4_D07_00012,Logic,7,4,2,0.005513,6,4,1.217,0.2939,0
13,BUF_4_D04_00013,Buffer,4,5,1,0.103406,44,4,1.177,0.1593,0
14,BUF_8_D05_00014,Buffer,5,5,3,0.034634,21,8,1.872,0.0716,0
15,LOG_16_D05_00015,Logic,5,3,4,0.04577,17,16,3.597,0.3163,0
16,LOG_2_D08_00016,Logic,8,6,3,-0.039023,41,2,0.756,0.5928,1
17,LOG_4_D03_00017,Logic,3,2,3,0.07994,34,4,0.925,0.4877,0
18,LOG_1_D04_00018,Logic,4,4,1,0.033557,21,1,0.621,0.2225,0
19,LOG_2_D07_00019,Logic,7,2,1,0.144581,39,2,0.832,0.4674,0
20,BUF_2_D03_00020,Buffer,3,4,4,0.084874,7,2,0.609,0.3345,0
21,REG_2_D06_00021,Register,6,4,3,0.127406,28,2,0.93,0.1601,0
